review_text,fake_prob,cleaned,word_count,is_short,is_non_english,raw_fake_prob,cal_fake_prob,label_current_app.py,label_youden's_j,label_cost-sensitive,label_natural_valley,label_percentile,label_conservative,label_recommended,label_strict
Tv installed and working good. installation is happened after tv delivered from amazon. From there within 48 to 72 hrs. Bit magic Ai remote is missing. LG team told us to purchase seperately. Ai remote is not there that is disappointed us. Rest all good,0.4173570573329925,Tv installed and working good. installation is happened after tv delivered from amazon. From there within 48 to 72 hrs. Bit magic Ai remote is missing. LG team told us to purchase seperately. Ai remote is not there that is disappointed us. Rest all good,45,False,False,2.661888356669806e-05,0.00020095821481048965,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I got the 50 inch model around 36K. The TV was installed next day of delivery. Overall I am satisfied with the buying and installation experience. Earlier I was using a 43 inch LG FHD TV. So when I have switched to this TV the first reaction was wow, as the images were far more smoother and real to life. So the picture quality is a thumbs up. The TV also looks good with thin bezels. The brightness is more than enough and I watch at below 50% brightness. The only problem is that the colour appears washed out if I change my position from front of the TV to side. This is really annoying, I think it's due to VA panel behavior. My earlier TV was IPS panel which have no such issue. Coming to the web OS, it is neat and clean almost all apps can be installed. But I found software very laggy. I am planning to use my Amazon fire stick which is lightning fast. The experience is made worse by the old generation remote, in fact my 7 year old lg TV remote and this one is almost same and both can be used alternately. They do not provide magic remote in the box due to which navigation through the menu is time-consuming and lack of voice command is a big proble. The magic remote cost 3000/ and need to be purchased separately. However, one good thing is the mobile connectivity. The mobile can be easily paired through Bluetooth and can be used as a magic remote also mobile screen can be seamlessly projected on the TV screen. The setting menu of the TV is not good , I feel that my previous LG TV s menu is far more user friendly. Overall for the price It's a nice TV, but the main cons are viewing angle limitation, slow webos which becomes even difficult to operate due to the absence of magic remote. Sound is average and I don't care much as a I use sound bar. My suggestion is to LG is that do not sell this TV without magic remote in the box as it further exposes the slow Webos. They promise software update, but with a modest processor and 1.5GB RAM , you need a lighter software than a feature loaded software. Regarding other option at this price range is the Samsung only. Sony is of course better but cost more than 10k than LG. The budget brands may be good but I am not sure about after sales service.",0.9105849266052246,"I got the 50 inch model around 36K. The TV was installed next day of delivery. Overall I am satisfied with the buying and installation experience. Earlier I was using a 43 inch LG FHD TV. So when I have switched to this TV the first reaction was wow, as the images were far more smoother and real to life. So the picture quality is a thumbs up. The TV also looks good with thin bezels. The brightness is more than enough and I watch at below 50% brightness. The only problem is that the colour appears washed out if I change my position from front of the TV to side. This is really annoying, I think it's due to VA panel behavior. My earlier TV was IPS panel which have no such issue. Coming to the web OS, it is neat and clean almost all apps can be installed. But I found software very laggy. I am planning to use my Amazon fire stick which is lightning fast. The experience is made worse by the old generation remote, in fact my 7 year old lg TV remote and this one is almost same and both can be used alternately. They do not provide magic remote in the box due to which navigation through the menu is time-consuming and lack of voice command is a big proble. The magic remote cost 3000/ and need to be purchased separately. However, one good thing is the mobile connectivity. The mobile can be easily paired through Bluetooth and can be used as a magic remote also mobile screen can be seamlessly projected on the TV screen. The setting menu of the TV is not good , I feel that my previous LG TV s menu is far more user friendly. Overall for the price It's a nice TV, but the main cons are viewing angle limitation, slow webos which becomes even difficult to operate due to the absence of magic remote. Sound is average and I don't care much as a I use sound bar. My suggestion is to LG is that do not sell this TV without magic remote in the box as it further exposes the slow Webos. They promise software update, but with a modest processor and 1.5GB RAM , you need a lighter software than a feature loaded software. Regarding other option at this price range is the Samsung only. Sony is of course better but cost more than 10k than LG. The budget brands may be good but I am not sure about after sales service.",428,False,False,5.975722615403356e-06,6.0100398589033114e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Hi. I am new user of this type of tv models. This is a good tv , soun quality is good for my room ( 20 m² ) room size. Brightness also acceptable under its limit. Voice input not available in tv remote. Back side of tv is good in condition (mat back). Still I not use it for fully functioning, still learning to use this tv... Fix stand setup of this tv is difficult for USB, antena, etc mounding.. I am very upset for installation process by LG team. They are very lazy for installation process. After tv delivery they took 4 days to install the product. (Install a tv on showcase is very easy for them , takes hardly 30 minutes. They need to improve installation program.",0.9563782811164856,"Hi. I am new user of this type of tv models. This is a good tv , soun quality is good for my room ( 20 m² ) room size. Brightness also acceptable under its limit. Voice input not available in tv remote. Back side of tv is good in condition (mat back). Still I not use it for fully functioning, still learning to use this tv... Fix stand setup of this tv is difficult for USB, antena, etc mounding.. I am very upset for installation process by LG team. They are very lazy for installation process. After tv delivery they took 4 days to install the product. (Install a tv on showcase is very easy for them , takes hardly 30 minutes. They need to improve installation program.",129,False,True,9.819498700380791e-06,8.977758992038319e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Good one value for money,0.1766151487827301,Good one value for money,5,False,False,0.002493091858923435,0.0078309754183122,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The Soundcore Anker H30i is simply outstanding! The sound quality is crystal-clear with rich bass and balanced highs, making music and movies a fantastic experience. The comfort level is top-notch — lightweight and perfect for long usage without any discomfort. Battery life is amazing too; I barely have to charge it, and it lasts for days. The Bluetooth connection is smooth and stable, and the build quality feels premium. For this price, it’s honestly unbelievable value. If you want a great wireless headphone with superb sound and comfort, just go for it — you won’t regret it! Highly recommended!",0.9858589768409728,"The Soundcore Anker H30i is simply outstanding! The sound quality is crystal-clear with rich bass and balanced highs, making music and movies a fantastic experience. The comfort level is top-notch — lightweight and perfect for long usage without any discomfort. Battery life is amazing too; I barely have to charge it, and it lasts for days. The Bluetooth connection is smooth and stable, and the build quality feels premium. For this price, it’s honestly unbelievable value. If you want a great wireless headphone with superb sound and comfort, just go for it — you won’t regret it! Highly recommended!",99,False,True,8.877667823981028e-06,8.275313589409868e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"i brought it in lowest price at just 1299 only. the quality is good and there is premiumness in the headphone. At first the headphone made you too much tight and uncomfortable because of on ear, overall good sound and bass but not for long time using.",0.9770888686180116,"i brought it in lowest price at just 1299 only. the quality is good and there is premiumness in the headphone. At first the headphone made you too much tight and uncomfortable because of on ear, overall good sound and bass but not for long time using.",47,False,False,6.403885890904348e-06,6.355670576421473e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I’ve been using the Soundcore H30i for about a week now, and honestly? These are fire for the price. I didn’t expect this kind of sound around 1.5-2k — the bass hits hard, super punchy and deep, without messing up the vocals or clarity. Perfect for music lovers who want that thumpy experience without distortion. Build and comfort are solid, but being real — if you’re new to over-ear headphones, you might feel a little ear pain or discomfort for the first few days. It’s normal and goes away once your ears adjust. Totally worth it for the sound you’re getting. Battery life is great, dual Bluetooth and AUX are super handy, and the overall audio balance feels way above this segment. If you want affordable headphones that actually feel premium, just go for it. You won’t regret it.",0.8963100910186768,"I’ve been using the Soundcore H30i for about a week now, and honestly? These are fire for the price. I didn’t expect this kind of sound around 1.5-2k — the bass hits hard, super punchy and deep, without messing up the vocals or clarity. Perfect for music lovers who want that thumpy experience without distortion. Build and comfort are solid, but being real — if you’re new to over-ear headphones, you might feel a little ear pain or discomfort for the first few days. It’s normal and goes away once your ears adjust. Totally worth it for the sound you’re getting. Battery life is great, dual Bluetooth and AUX are super handy, and the overall audio balance feels way above this segment. If you want affordable headphones that actually feel premium, just go for it. You won’t regret it.",139,False,True,5.61397428100463e-06,5.714304106636549e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Overall good asthetics with decent build quality and fit, nice and clear audio, long battery life ( lasts a weak with heavy usage) and for this price (1699), it's value for money Bonus - they have audio jack with cable provided ! I'm posting this review after using it over, and use them quit heavily, and honestly suprised that they turned out better than the jbl ones I had previously in this price point ( the cushioning tore, and right speaker was tored, and shoked that no service was available for it) The soundcore H30i have good sound quality, the earpad cushion is holding quit well as well Their 2 joints system makes them easy to carry as they fold, and they are quit durable Though I'd not recommend for sports as they will come of easily, but gym and joging are no problem ( like headphones are not made for vigorous sports like padminton lawn tennis etc, idk some people expect it )",0.873656153678894,"Overall good asthetics with decent build quality and fit, nice and clear audio, long battery life ( lasts a weak with heavy usage) and for this price (1699), it's value for money Bonus - they have audio jack with cable provided ! I'm posting this review after using it over, and use them quit heavily, and honestly suprised that they turned out better than the jbl ones I had previously in this price point ( the cushioning tore, and right speaker was tored, and shoked that no service was available for it) The soundcore H30i have good sound quality, the earpad cushion is holding quit well as well Their 2 joints system makes them easy to carry as they fold, and they are quit durable Though I'd not recommend for sports as they will come of easily, but gym and joging are no problem ( like headphones are not made for vigorous sports like padminton lawn tennis etc, idk some people expect it )",164,False,False,6.540592949022539e-06,6.465080115917521e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I received an open box product. Even the headphone inside the manufacturer's box was not packed in the eco-friendly envelope that comes default inside the box. However the product itself was in new condition without any usage signs. But it raises questions when you get an unsealed product and this is a serious concern. About the product I have no complaint except the extension stripes which extend itself without any effort. Pros: Light Weight, Beautiful Design, Not hard on ears, Long Battery backup, Good sound clarity and good bass.",0.9534319639205932,"I received an open box product. Even the headphone inside the manufacturer's box was not packed in the eco-friendly envelope that comes default inside the box. However the product itself was in new condition without any usage signs. But it raises questions when you get an unsealed product and this is a serious concern. About the product I have no complaint except the extension stripes which extend itself without any effort. Pros: Light Weight, Beautiful Design, Not hard on ears, Long Battery backup, Good sound clarity and good bass.",89,False,False,7.105486474756617e-06,6.912644812640713e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Sound is ok but not for long time use it earlier pain start on Long time use.,0.8543376326560974,Sound is ok but not for long time use it earlier pain start on Long time use.,17,False,False,0.00047509203432127833,0.0020598667952338797,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"This product offers great quality at such an affordable price. I've been using it for two months and I'm really impressed with the sound quality. The app is for customising sound effects, making the experience even better. Connectivity works smoothly, and I really enjoy the Bassup feature. Overall, it's a fantastic choice with excellent features for the price.💯✌️💐⚡️",0.9814204573631288,"This product offers great quality at such an affordable price. I've been using it for two months and I'm really impressed with the sound quality. The app is for customising sound effects, making the experience even better. Connectivity works smoothly, and I really enjoy the Bassup feature. Overall, it's a fantastic choice with excellent features for the price.💯✌️💐⚡️",58,False,True,1.2541113392217085e-05,0.00010939975691258465,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"This is absolutely worth the price. The cushion is soft, the ear compression is also not that bad and. Connectivity is also good it connects in less then 3 seconds. The battery life is incredible, it lasted 15 hours consuming only 20% battery. Even after battery runs out, you can use the audio cable that works without battery. I tried to do calls with it and the mic also pretty functional. About music quality, I like to tweek with the app, then the bass increases a bit. The trebles are very good and crisp. Would highly recommend to listen to pasoori with this. However, the head band gets loose after few hours in my case, but then after some times gains the original shape and turbidity. The durability is also very good. Final answer: should you buy it ? Yeah, but if you're real about listening for more then 4 hours, add some money to get over ear ones.",0.9857564568519592,"This is absolutely worth the price. The cushion is soft, the ear compression is also not that bad and. Connectivity is also good it connects in less then 3 seconds. The battery life is incredible, it lasted 15 hours consuming only 20% battery. Even after battery runs out, you can use the audio cable that works without battery. I tried to do calls with it and the mic also pretty functional. About music quality, I like to tweek with the app, then the bass increases a bit. The trebles are very good and crisp. Would highly recommend to listen to pasoori with this. However, the head band gets loose after few hours in my case, but then after some times gains the original shape and turbidity. The durability is also very good. Final answer: should you buy it ? Yeah, but if you're real about listening for more then 4 hours, add some money to get over ear ones.",159,False,False,5.828390385431703e-06,5.8900200600160386e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Music quality is besttttest but one thing that runied all experience is comfort this is on ear headphones and when I order I know it's a on ear and I think it's ok atleast I wearing it for 1 hours but trust me I can't even wear it for 20 min without adjusting it and that one thing runied all experience I regret of buying it I wish all add 300 400 more and buy over hear headphones So my option is if you are ready to listen music uncomfortablelly and adjusting in every 20 min you should definitely buy it because music quality is 10 on 10,0.9839649200439452,Music quality is besttttest but one thing that runied all experience is comfort this is on ear headphones and when I order I know it's a on ear and I think it's ok atleast I wearing it for 1 hours but trust me I can't even wear it for 20 min without adjusting it and that one thing runied all experience I regret of buying it I wish all add 300 400 more and buy over hear headphones So my option is if you are ready to listen music uncomfortablelly and adjusting in every 20 min you should definitely buy it because music quality is 10 on 10,108,False,False,1.2403887012624182e-05,0.00010843150420019469,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The headphones offer impressive sound quality for the price. They are lightweight and easy to carry in a bag, making them convenient for everyday use. The battery performance is reliable, a single charge typically lasts 3–4 days with regular use, and the charging time is reasonably fast. However, comfort is a concern during extended use. Wearing them continuously for 3–4 hours, such as during gaming or movie sessions, can cause noticeable ear discomfort and painnon upper layer of ears. I usually need to remove them for a few minutes to relieve the pressure. They are suitable for shorter sessions of 1–2 hours, but prolonged use beyond that may lead to discomfort. If you plan to wear headphones for extended periods, this is an important factor to consider before purchasing. Overall it's a great product, the buttons are responsive and didn't face any issues while connecting to my desktop pc via bluetooth and phone as well, it can be connected to both my device simultaneously.",0.9691717624664308,"The headphones offer impressive sound quality for the price. They are lightweight and easy to carry in a bag, making them convenient for everyday use. The battery performance is reliable, a single charge typically lasts 3–4 days with regular use, and the charging time is reasonably fast. However, comfort is a concern during extended use. Wearing them continuously for 3–4 hours, such as during gaming or movie sessions, can cause noticeable ear discomfort and painnon upper layer of ears. I usually need to remove them for a few minutes to relieve the pressure. They are suitable for shorter sessions of 1–2 hours, but prolonged use beyond that may lead to discomfort. If you plan to wear headphones for extended periods, this is an important factor to consider before purchasing. Overall it's a great product, the buttons are responsive and didn't face any issues while connecting to my desktop pc via bluetooth and phone as well, it can be connected to both my device simultaneously.",164,False,True,7.504521818191279e-06,7.224672157800355e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I’ve been using the Soundcore H30i for about 3 weeks now, and honestly, for a budget pair of on-ears, these are punching way above their weight class. I was looking for something cheap to toss in my bag for daily use, and these definitely fit the bill. ​The Good Stuff: ​The Battery is Insane: They claim 70 hours, and I actually believe it. I’ve been using them for a few hours every day since they arrived and I still haven't had to plug them in. ​Super Lightweight ​The App is a Game Changer: Usually, cheap headphones just give you what you get. But these connect to the Soundcore app, ​Dual Pairing: It’s actually really smooth. I have them connected to my laptop and my phone at the same time. If a call comes in while I'm watching a video, it switches over without a glitch. ​A Few Things to Keep in Mind: ​They are On-Ear: Just a heads up—the cushions sit on your ears, not around them. If you have sensitive ears or wear glasses, you might need to take a break after a while because they do press down a bit. ​No Noise Cancelling: These don't have ANC. They block out some noise just by covering your ear , and yes the price is cheap so its justified ​Plastic Build: They feel a bit ""plasticky."" But build quality is even better than a 3000 rupees headphones ​Final Verdict: ​If you’re a student or just need a solid pair of ""beater"" headphones for commuting and the gym, just get them. For under ₹1,500, you aren't going to find anything else with this much battery life and an actual app to customize the sound. ​Pros: Battery life, App support, Lightweight, Price. Cons: not comfortable at all",0.7925419807434082,"I’ve been using the Soundcore H30i for about 3 weeks now, and honestly, for a budget pair of on-ears, these are punching way above their weight class. I was looking for something cheap to toss in my bag for daily use, and these definitely fit the bill. ​The Good Stuff: ​The Battery is Insane: They claim 70 hours, and I actually believe it. I’ve been using them for a few hours every day since they arrived and I still haven't had to plug them in. ​Super Lightweight ​The App is a Game Changer: Usually, cheap headphones just give you what you get. But these connect to the Soundcore app, ​Dual Pairing: It’s actually really smooth. I have them connected to my laptop and my phone at the same time. If a call comes in while I'm watching a video, it switches over without a glitch. ​A Few Things to Keep in Mind: ​They are On-Ear: Just a heads up—the cushions sit on your ears, not around them. If you have sensitive ears or wear glasses, you might need to take a break after a while because they do press down a bit. ​No Noise Cancelling: These don't have ANC. They block out some noise just by covering your ear , and yes the price is cheap so its justified ​Plastic Build: They feel a bit ""plasticky."" But build quality is even better than a 3000 rupees headphones ​Final Verdict: ​If you’re a student or just need a solid pair of ""beater"" headphones for commuting and the gym, just get them. For under ₹1,500, you aren't going to find anything else with this much battery life and an actual app to customize the sound. ​Pros: Battery life, App support, Lightweight, Price. Cons: not comfortable at all",295,False,True,5.557752501772484e-06,5.668018183292985e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Best under 2000 , it is on the ewr headphone , amazing sound quality and battery life",0.9484685659408568,"Best under 2000 , it is on the ewr headphone , amazing sound quality and battery life",17,False,False,6.771049811504781e-05,0.00042723941732951236,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Good sound quality product in this price, and good base headphone",0.9621168971061708,"Good sound quality product in this price, and good base headphone",11,False,False,0.005099146161228418,0.013905459598114314,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Good sound quality . My 👂ears hurt a lot 🤧 when I wearing this . It hase a V shape sound signature 🎼🎵 , base is good ( Q20i , hase batter base and sound ) , some time it produces a weird noise , you will notice it when no music is playing ( it Heard to notice that weird sound, ) . Bluetooth connectivity is good , sound delay in Gaming you have to use wire to ( wire sath me ata hay 😑) to reduce delay. Also my one has a defect ,its left side ear pad is very uncomfortable , and not fitting in my ear compair to right side which hase excellent fitting",0.9639859795570374,"Good sound quality . My 👂ears hurt a lot 🤧 when I wearing this . It hase a V shape sound signature 🎼🎵 , base is good ( Q20i , hase batter base and sound ) , some time it produces a weird noise , you will notice it when no music is playing ( it Heard to notice that weird sound, ) . Bluetooth connectivity is good , sound delay in Gaming you have to use wire to ( wire sath me ata hay 😑) to reduce delay. Also my one has a defect ,its left side ear pad is very uncomfortable , and not fitting in my ear compair to right side which hase excellent fitting",118,False,True,1.4712497431901284e-05,0.00012446614133810094,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
यह हेडफोन बहुत ही अच्छा है इसमें डीप बेस और क्लियर साउंड क्वालिटी है इसकी बैटरी क्षमता बहुत अधिक है यह एक पैसा वसूल प्रोडक्ट है ।अगर आपका बजट 2000 रूपए के अंदर है तो यह एक बहुत अच्छा विकल्प हो सकता है ।मैं इसे सेल में 1710रु में खरीदा हूं ।और इसका उपयोग करते एक महीना हो गया ।धन्यवाद मुझे यह प्रोडक्ट काफी अच्छा लगा।,0.659903883934021,यह हेडफोन बहुत ही अच्छा है इसमें डीप बेस और क्लियर साउंड क्वालिटी है इसकी बैटरी क्षमता बहुत अधिक है यह एक पैसा वसूल प्रोडक्ट है ।अगर आपका बजट 2000 रूपए के अंदर है तो यह एक बहुत अच्छा विकल्प हो सकता है ।मैं इसे सेल में 1710रु में खरीदा हूं ।और इसका उपयोग करते एक महीना हो गया ।धन्यवाद मुझे यह प्रोडक्ट काफी अच्छा लगा।,66,False,True,0.0032404325902462006,0.009666881974504786,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Pros: Sound quality is good for the price. Call quality is good. Battery quality is good .In my usage it comes for a week. Cons: The plastic hinge connecting the headphone got broken within 6 months. Ear starts paining in less than an hour . But I got use to it after some months. The ear cups are small. The cushion which rests on head got tore. Verdict: Go for a better quality headphones.,0.9660213589668274,Pros: Sound quality is good for the price. Call quality is good. Battery quality is good .In my usage it comes for a week. Cons: The plastic hinge connecting the headphone got broken within 6 months. Ear starts paining in less than an hour . But I got use to it after some months. The ear cups are small. The cushion which rests on head got tore. Verdict: Go for a better quality headphones.,74,False,False,7.833013114577625e-06,7.479148698280897e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Wow .. it was really good.. I like this very much thank you so much Amazon for give me the wonderful product...5 out of 4.5 rating value for money 💰 buy this product blindly,0.5209164619445801,Wow .. it was really good.. I like this very much thank you so much Amazon for give me the wonderful product...5 out of 4.5 rating value for money 💰 buy this product blindly,34,False,True,1.6561134543735534e-05,0.000136957172322475,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Bhai mere pass jo headphone aaya h uska sb acha h bass, battery sb kuch bs fitting nhi shi h turnt loose ho ja rha h baar baar agr phn ke tez chl dete h tb gir ja rha h ... Mai exchange kr rha hu dekhte h dusra kaisa h",0.8383250832557678,"Bhai mere pass jo headphone aaya h uska sb acha h bass, battery sb kuch bs fitting nhi shi h turnt loose ho ja rha h baar baar agr phn ke tez chl dete h tb gir ja rha h ... Mai exchange kr rha hu dekhte h dusra kaisa h",51,False,False,0.22053463757038116,0.2649796335653594,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Amazing sound quality and base. Wired functionality also very good . Wireless has low latency, so game is actually playable.with this price it is shame for other high value products like jbl or Sony. Head band is little tight so needed to loose using hair dryer or so.. overall it is the best product I have used so far. I have Sony jbl , but this the the best.",0.9762154817581176,"Amazing sound quality and base. Wired functionality also very good . Wireless has low latency, so game is actually playable.with this price it is shame for other high value products like jbl or Sony. Head band is little tight so needed to loose using hair dryer or so.. overall it is the best product I have used so far. I have Sony jbl , but this the the best.",69,False,False,7.1138397288450506e-06,6.919210572206185e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Best headphone I ever purchased, it's sound is better than my realme t310 in term of sound quality richness in bass, it has pretty good look and design and have a smooth app connectivity",0.9870442748069764,"Best headphone I ever purchased, it's sound is better than my realme t310 in term of sound quality richness in bass, it has pretty good look and design and have a smooth app connectivity",34,False,False,2.2636837456957437e-05,0.00017629789693128465,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
1)Bass quality:- 5/5 2)Bass richness:- 4.8/1 3)Sound Surround Experience:-3.5/5 4)Gaming experience:- 5/5 5)Latency in gaming:- 4.3/5 6)Size fiting:- 4/5 7)Headphones built Quality:- 3.8/5 8)Ear pain:- yes using more than 1hr (3/5) 9) Applications functionality:- 4/5 10)Overall sound quality:- 5/5 11)Overall Value for money or not:- it is 12)value for money (5/5),0.7039297223091125,1)Bass quality:- 5/5 2)Bass richness:- 4.8/1 3)Sound Surround Experience:-3.5/5 4)Gaming experience:- 5/5 5)Latency in gaming:- 4.3/5 6)Size fiting:- 4/5 7)Headphones built Quality:- 3.8/5 8)Ear pain:- yes using more than 1hr (3/5) 9) Applications functionality:- 4/5 10)Overall sound quality:- 5/5 11)Overall Value for money or not:- it is 12)value for money (5/5),51,False,False,0.003337687347084284,0.00989912276886158,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Very good product. sound quality good,0.9675849080085754,Very good product. sound quality good,6,False,False,0.014720023609697819,0.032391136107108934,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Sound wise Very good headphone, music seperation, bass all are decent. but earcup are small hence this over ear type so little uncomfortable to long use, need use to.. let's wait..",0.2483397722244262,"Sound wise Very good headphone, music seperation, bass all are decent. but earcup are small hence this over ear type so little uncomfortable to long use, need use to.. let's wait..",31,False,False,3.372136416146532e-05,0.00024327200667242902,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
It's been 7 months since I am using it it's really good especially the cushion after sometime it gets comfortable and the orginal soundcore equalizer app is not that great but you have wide range of option on playstore so you can customize ur way but QUALITY wise I must admit it's really good in it's price range,0.9867732524871826,It's been 7 months since I am using it it's really good especially the cushion after sometime it gets comfortable and the orginal soundcore equalizer app is not that great but you have wide range of option on playstore so you can customize ur way but QUALITY wise I must admit it's really good in it's price range,58,False,False,7.672528226976283e-06,7.355085302507884e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"best headphones i ever used , superb build quality, excellent sound and bass , highly and looks ,feels very primium highly recommend ❤️💯",0.984596312046051,"best headphones i ever used , superb build quality, excellent sound and bass , highly and looks ,feels very primium highly recommend ❤️💯",23,False,True,0.0009578504250384867,0.0036257962189675994,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Good sound ,good bass ,good quality,good good",0.96573668718338,"Good sound ,good bass ,good quality,good good",7,False,False,0.22412346303462982,0.2682593750204148,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Good sound quality and excellent battery backup. Lightweight and easy to use, but it feels a bit tight on the ears during long use. Overall good value for money.",0.9795657396316528,"Good sound quality and excellent battery backup. Lightweight and easy to use, but it feels a bit tight on the ears during long use. Overall good value for money.",29,False,False,9.38129687710898e-06,8.652624112695378e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Good product in this price,0.7615004181861877,Good product in this price,5,False,False,0.1483660787343979,0.19590300545514877,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
The good thing about this headphone is it has an app support .Also customise the sound according to your music taste. Noise cancellation is not good like i expected.,0.9866750836372375,The good thing about this headphone is it has an app support .Also customise the sound according to your music taste. Noise cancellation is not good like i expected.,29,False,False,0.00010586214921204373,0.0006129712702398773,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Great value for money device It comes across as a great secondary device Happy with looks..looks like a premium device,0.0290836002677679,Great value for money device It comes across as a great secondary device Happy with looks..looks like a premium device,20,False,False,0.0005602379678748548,0.0023528588962820726,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I don't face any kind of issue in the device good battery, not heating problem , durable , camera is ok ok , overall a good device , smooth, good performance and best in budget.",0.9880385994911194,"I don't face any kind of issue in the device good battery, not heating problem , durable , camera is ok ok , overall a good device , smooth, good performance and best in budget.",35,False,False,5.974526720819995e-05,0.00038615810480768613,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
So far good. The camera quality is medium. Otherwise good for the price. Have not had the chance to check the battery life. Weight is good not too heavy.,0.9796767830848694,So far good. The camera quality is medium. Otherwise good for the price. Have not had the chance to check the battery life. Weight is good not too heavy.,29,False,False,1.1163401723024435e-05,9.958183035554224e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Very Smooth and Stylish Mobile Phone,0.5586323738098145,Very Smooth and Stylish Mobile Phone,6,False,False,0.0007638911483809352,0.0030212845527874204,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
